rating,reviews,installs
4.4,6190,"1,000,000+"
3.9,6903,"1,000,000+"
4.4,13155,"1,000,000+"
4.4,496,"100,000+"
3.6,418,"100,000+"
4.4,1160,"100,000+"
4.1,59917,"5,000,000+"
3.6,1042,"100,000+"
4.6,73,"1,000+"
4.3,382,"10,000+"
4.5,253,"10,000+"
4.4,3396,"50,000+"
4.5,4450890,"100,000,000+"
4.1,182173,"10,000,000+"
4.5,470713,"50,000,000+"
4.1,59729,"10,000,000+"
3.9,133117,"5,000,000+"
4.2,108795,"10,000,000+"
4.1,47213,"5,000,000+"
3.9,95537,"10,000,000+"
4.1,66660,"5,000,000+"
4.2,51838,"5,000,000+"
4.7,6294397,"100,000,000+"
3.8,36028,"5,000,000+"
4.3,528745,"10,000,000+"
4.3,169609,"10,000,000+"
4.3,82471,"5,000,000+"
3.9,44062,"1,000,000+"
4.3,392596,"10,000,000+"
4.0,79667,"10,000,000+"
4.0,20763,"5,000,000+"
4.3,1574204,"50,000,000+"
4.2,123322,"10,000,000+"
4.1,29319,"5,000,000+"
4.0,8126,"1,000,000+"
4.4,623398,"10,000,000+"
4.3,50887,"5,000,000+"
4.3,63160,"1,000,000+"
4.4,13155,"1,000,000+"
4.2,28737,"1,000,000+"
4.1,530792,"10,000,000+"
4.3,45579,"1,000,000+"
4.2,19720,"1,000,000+"
4.6,361970,"5,000,000+"
4.1,159619,"5,000,000+"
4.5,354384,"10,000,000+"
4.4,272321,"10,000,000+"
4.5,2376564,"10,000,000+"
4.3,129603,"1,000,000+"
4.2,1135,"100,000+"
4.4,578,"10,000+"
4.6,129,"10,000+"
4.5,63,"10,000+"
4.8,216,"10,000+"
4.5,171,"10,000+"
3.2,45,"5,000+"
4.6,717,"5,000+"
4.5,2921,"100,000+"
4.1,1533,"50,000+"
4.6,92,"1,000+"
4.5,199,"10,000+"
4.4,1361,"50,000+"
4.4,12,"1,000+"
4.4,15,"1,000+"
3.8,206,"10,000+"
4.6,395,"1,000+"
2.5,79,"1,000+"
4.0,15,"1,000+"
5.0,3,100+
4.3,35,"5,000+"
3.4,77,"5,000+"
3.4,51,"1,000+"
4.3,214,"10,000+"
4.4,104,"1,000+"
4.4,8,100+
4.2,45,"1,000+"
5.0,2,500+
4.1,80,"5,000+"
3.9,10,"1,000+"
4.6,156,500+
4.2,178,"1,000+"
4.4,576,"5,000+"
4.2,168,"10,000+"
3.6,25,"1,000+"
4.5,163,"10,000+"
4.7,25,"1,000+"
4.6,319,"5,000+"
4.5,133,"10,000+"
4.2,9,"1,000+"
4.2,74,"1,000+"
4.3,3,100+
4.4,4207,"50,000+"
4.1,12,"1,000+"
4.4,17,"1,000+"
4.6,358,"5,000+"
4.4,726,"5,000+"
4.2,33,"1,000+"
4.5,492,"10,000+"
2.6,41,"1,000+"
4.6,625,"10,000+"
4.8,12,"1,000+"
4.2,64,"1,000+"
4.7,11,500+
3.0,4,500+
3.5,214,"1,000+"
4.6,66,"5,000+"
4.8,59158,"1,000,000+"
4.2,19473,"1,000,000+"
4.6,73118,"1,000,000+"
4.4,27524,"1,000,000+"
4.8,102858,"1,000,000+"
4.0,2094,"500,000+"
3.7,236,"50,000+"
4.2,33033,"5,000,000+"
4.8,78825,"1,000,000+"
4.7,18674,"1,000,000+"
3.5,250,"100,000+"
3.9,6266,"500,000+"
4.2,22,"10,000+"
4.8,53743,"1,000,000+"
2.7,2657,"500,000+"
4.2,4476,"500,000+"
4.7,156410,"5,000,000+"
4.6,2006,"50,000+"
4.5,6099,"500,000+"
4.7,23160,"1,000,000+"
4.7,8348,"500,000+"
4.5,7837,"100,000+"
4.7,6185,"100,000+"
4.0,3803,"100,000+"
3.4,1838,"100,000+"
3.5,3707,"500,000+"
3.0,315,"100,000+"
4.7,87418,"1,000,000+"
4.6,21189,"1,000,000+"
4.2,1746,"50,000+"
4.8,69126,"1,000,000+"
4.5,453,"100,000+"
4.2,10710,"100,000+"
3.8,700,"100,000+"
3.0,914,"100,000+"
4.4,15875,"1,000,000+"
4.5,503,"50,000+"
4.0,488,"100,000+"
3.6,190,"100,000+"
4.4,15,"1,000+"
4.7,26862,"500,000+"
4.9,100082,"1,000,000+"
3.6,27,"10,000+"
4.5,72167,"1,000,000+"
4.1,21,"1,000+"
4.6,6035,"100,000+"
4.7,9945,"500,000+"
4.7,4318,"100,000+"
2.8,78,"50,000+"
4.3,2218,"500,000+"
4.6,47,"10,000+"
4.3,23889,"1,000,000+"
3.4,650,"100,000+"
4.0,3498,"100,000+"
4.8,3052,"100,000+"
4.2,1747,"100,000+"
3.0,45,"5,000+"
4.5,1686,"100,000+"
3.7,529,"100,000+"
4.5,1388,"100,000+"
4.5,572,"50,000+"
4.6,92,"1,000+"
4.2,1135,"100,000+"
4.6,21189,"1,000,000+"
3.6,54,"5,000+"
4.4,275,"10,000+"
4.4,2159,"10,000+"
4.5,2951,"50,000+"
4.5,2921,"100,000+"
4.1,84,"10,000+"
4.6,15545,"100,000+"
4.3,5521,"100,000+"
4.3,2108,"50,000+"
4.7,73,"10,000+"
4.5,63,"10,000+"
4.5,408,"50,000+"
4.5,171,"10,000+"
4.2,33,"10,000+"
4.4,197,"10,000+"
3.9,272,"50,000+"
4.2,4852,"100,000+"
4.4,12,"1,000+"
4.1,1533,"50,000+"
3.4,51,"1,000+"
4.1,38,"5,000+"
4.0,15,"1,000+"
4.1,90,"1,000+"
3.5,1288,"100,000+"
4.2,4303,"100,000+"
4.0,1545,"100,000+"
4.5,199,"10,000+"
4.3,283,"5,000+"
4.3,460,"10,000+"
4.8,216,"10,000+"
4.6,129,"10,000+"
4.1,80,"5,000+"
4.6,395,"1,000+"
3.5,214,"1,000+"
2.3,17,"1,000+"
4.5,513,"5,000+"
4.3,168,"10,000+"
4.2,64,"1,000+"
4.2,168,"10,000+"
3.1,82,"5,000+"
4.4,8,100+
4.4,112,"1,000+"
2.9,92,"10,000+"
3.1,83,"10,000+"
3.7,3,"5,000+"
4.0,6,100+
3.8,343,"50,000+"
4.6,717,"5,000+"
4.4,137,"1,000+"
3.8,206,"10,000+"
4.8,12,"1,000+"
4.3,4107,"100,000+"
3.7,9,500+
5.0,3,100+
3.0,2,500+
3.7,20,"1,000+"
3.7,3,100+
5.0,1,10+
5.0,3,100+
5.0,4,5+
5.0,2,50+
5.0,4,1+
5.0,2,50+
5.0,3,10+
5.0,2,10+
5.0,1,5+
4.3,10,100+
4.9,28,"5,000+"
5.0,1,10+
4.9,14,100+
4.6,5,100+
5.0,1,10+
4.0,1,10+
5.0,2,5+
4.0,2094,"500,000+"
2.6,496,"100,000+"
4.7,87418,"1,000,000+"
4.8,53747,"1,000,000+"
4.3,44,"10,000+"
4.7,10,"1,000+"
2.5,124,"10,000+"
4.6,2014,"50,000+"
4.5,503,"50,000+"
4.1,21,"1,000+"
4.5,11,"1,000+"
4.3,573,"100,000+"
3.8,700,"100,000+"
4.4,163,"10,000+"
4.5,330,"50,000+"
4.5,453,"100,000+"
3.8,24,"1,000+"
4.5,1686,"100,000+"
4.0,531,"100,000+"
4.5,20,"5,000+"
3.7,3596,"1,000,000+"
4.3,56,"10,000+"
3.7,9,500+
4.4,27,"5,000+"
3.8,63,"10,000+"
2.7,2657,"500,000+"
5.0,3,100+
4.3,123,"10,000+"
3.8,122,"10,000+"
3.0,315,"100,000+"
5.0,2,100+
3.6,26,"5,000+"
4.0,122,"10,000+"
4.3,17,"10,000+"
4.7,623,"50,000+"
5.0,6,"1,000+"
4.7,6,"1,000+"
4.6,7,"1,000+"
3.1,253,"50,000+"
4.4,3786,"50,000+"
5.0,1,100+
3.6,10,"1,000+"
2.8,66,"50,000+"
4.4,65,"10,000+"
4.2,1747,"100,000+"
4.6,17,"1,000+"
4.2,28,"10,000+"
3.8,292,"100,000+"
3.5,19,"5,000+"
4.7,23160,"1,000,000+"
4.1,78158306,"1,000,000,000+"
4.5,66577313,"1,000,000,000+"
4.3,8606259,"500,000,000+"
4.4,49173,"10,000,000+"
4.4,2955326,"100,000,000+"
4.2,22492,"1,000,000+"
4.0,17014787,"500,000,000+"
4.3,1403,"100,000+"
4.6,4305441,"100,000,000+"
4.4,441189,"10,000,000+"
4.2,4831125,"1,000,000,000+"
4.4,4919,"1,000,000+"
4.4,13762,"1,000,000+"
4.3,6086,"1,000,000+"
4.6,70616,"5,000,000+"
4.4,1200,"100,000+"
4.5,76480,"1,000,000+"
4.6,271445,"5,000,000+"
4.6,225103,"5,000,000+"
4.6,33177,"1,000,000+"
4.4,54768,"5,000,000+"
4.5,457197,"10,000,000+"
4.5,25562,"5,000,000+"
4.3,16404,"1,000,000+"
4.4,2508,"500,000+"
4.6,79658,"5,000,000+"
4.3,374,"50,000+"
4.8,1259075,"10,000,000+"
4.2,4751,"1,000,000+"
4.6,60562,"5,000,000+"
4.0,22695,"1,000,000+"
4.6,22098,"1,000,000+"
4.3,231325,"10,000,000+"
3.6,13223,"10,000,000+"
4.0,479908,"10,000,000+"
4.5,313633,"10,000,000+"
4.4,540930,"10,000,000+"
4.5,57146,"1,000,000+"
4.2,1225339,"100,000,000+"
4.5,19583,"1,000,000+"
4.3,344921,"10,000,000+"
4.2,79129,"5,000,000+"
4.2,83488,"5,000,000+"
4.4,441189,"10,000,000+"
4.3,3781770,"100,000,000+"
4.3,315441,"10,000,000+"
4.1,382120,"10,000,000+"
4.5,412725,"10,000,000+"
4.3,3806669,"100,000,000+"
4.2,1259849,"50,000,000+"
4.1,486824,"10,000,000+"
4.3,1157004,"50,000,000+"
4.2,423105,"10,000,000+"
4.1,205803,"5,000,000+"
4.1,285816,"10,000,000+"
4.4,2955325,"100,000,000+"
3.7,138026,"5,000,000+"
3.9,8936,"500,000+"
3.7,4253,"100,000+"
4.0,17014705,"500,000,000+"
4.5,66577446,"1,000,000,000+"
3.6,14835,"1,000,000+"
4.1,6388,"500,000+"
4.1,309872,"10,000,000+"
4.0,479909,"10,000,000+"
4.1,17955,"500,000+"
4.0,17015352,"500,000,000+"
4.5,66577313,"1,000,000,000+"
4.6,4305441,"100,000,000+"
4.3,51502,"5,000,000+"
4.3,1064049,"50,000,000+"
4.2,58341,"1,000,000+"
4.5,637309,"10,000,000+"
4.2,1259894,"50,000,000+"
4.3,1157003,"50,000,000+"
4.1,161610,"5,000,000+"
3.8,19446,"1,000,000+"
4.2,1225367,"100,000,000+"
4.4,1520959,"10,000,000+"
4.3,3806669,"100,000,000+"
4.2,423138,"10,000,000+"
4.1,285820,"10,000,000+"
4.0,33249,"1,000,000+"
4.3,3781770,"100,000,000+"
4.3,51504,"5,000,000+"
4.2,1175794,"50,000,000+"
4.2,1259894,"50,000,000+"
4.0,852455,"10,000,000+"
4.4,900064,"10,000,000+"
4.0,3677,"100,000+"
4.2,79129,"5,000,000+"
4.2,83488,"5,000,000+"
4.4,695613,"50,000,000+"
4.1,382121,"10,000,000+"
4.1,207712,"10,000,000+"
4.3,175722,"10,000,000+"
4.0,2052,"100,000+"
4.2,79130,"5,000,000+"
4.2,1175815,"50,000,000+"
4.2,1259894,"50,000,000+"
4.1,486830,"10,000,000+"
4.0,852455,"10,000,000+"
4.3,1064076,"50,000,000+"
4.3,3781770,"100,000,000+"
4.4,900064,"10,000,000+"
4.4,624557,"10,000,000+"
4.2,423138,"10,000,000+"
4.2,522018,"10,000,000+"
4.0,33249,"1,000,000+"
4.2,79130,"5,000,000+"
4.0,141613,"10,000,000+"
4.5,6210998,"100,000,000+"
4.6,591312,"10,000,000+"
4.3,94294,"10,000,000+"
4.2,608753,"10,000,000+"
4.3,38961,"5,000,000+"
4.6,5916606,"100,000,000+"
4.4,441473,"10,000,000+"
4.4,2788923,"100,000,000+"
4.5,973270,"50,000,000+"
4.3,909226,"100,000,000+"
4.2,1573054,"50,000,000+"
4.2,857923,"50,000,000+"
4.4,35563,"1,000,000+"
4.6,85858,"10,000,000+"
4.2,106798,"5,000,000+"
3.6,8820,"5,000,000+"
4.5,37186,"1,000,000+"
4.4,25714,"1,000,000+"
3.8,44255,"10,000,000+"
4.7,1084945,"50,000,000+"
3.6,18252,"10,000,000+"
4.2,42750,"10,000,000+"
3.6,3656,"1,000,000+"
4.3,216741,"5,000,000+"
4.4,662287,"10,000,000+"
4.5,30834,"1,000,000+"
4.1,367290,"10,000,000+"
4.3,2588,"1,000,000+"
4.3,162655,"10,000,000+"
4.7,3860225,"50,000,000+"
4.3,125783,"10,000,000+"
4.2,171584,"10,000,000+"
4.2,244141,"10,000,000+"
4.3,568273,"10,000,000+"
4.2,142512,"10,000,000+"
4.3,109124,"10,000,000+"
4.6,135043,"10,000,000+"
4.4,108592,"10,000,000+"
4.3,1315242,"50,000,000+"
3.8,48732,"10,000,000+"
4.6,308234,"10,000,000+"
4.5,178497,"10,000,000+"
4.1,68406,"10,000,000+"
4.4,6012719,"100,000,000+"
4.3,45362,"5,000,000+"
3.8,18364,"1,000,000+"
4.0,15867,"5,000,000+"
3.3,9189,"1,000,000+"
4.1,23187,"1,000,000+"
4.1,11798,"1,000,000+"
4.2,9975,"1,000,000+"
4.1,52896,"10,000,000+"
4.4,7793,"500,000+"
4.1,9701,"500,000+"
4.2,31519,"1,000,000+"
4.5,181990,"10,000,000+"
4.3,213735,"10,000,000+"
4.5,6211039,"100,000,000+"
4.1,42871,"1,000,000+"
4.5,315908,"10,000,000+"
4.4,210208,"10,000,000+"
4.6,1370749,"50,000,000+"
4.5,79261,"5,000,000+"
4.6,284725,"10,000,000+"
4.7,67071,"1,000,000+"
4.3,46153,"10,000,000+"
4.4,101883,"10,000,000+"
4.4,1659,"50,000+"
4.2,9975,"1,000,000+"
4.1,11798,"1,000,000+"
4.1,52896,"10,000,000+"
4.5,181990,"10,000,000+"
4.7,57920,"1,000,000+"
4.1,28523,"5,000,000+"
4.2,24953,"1,000,000+"
4.5,37253,"1,000,000+"
4.4,210208,"10,000,000+"
4.6,1370749,"50,000,000+"
4.2,33758,"1,000,000+"
4.6,284721,"10,000,000+"
4.3,3420,"100,000+"
4.1,7193,"500,000+"
4.1,11798,"1,000,000+"
4.4,2788923,"100,000,000+"
4.1,52896,"10,000,000+"
4.6,2278,"500,000+"
4.2,5121,"500,000+"
4.2,39735,"5,000,000+"
4.1,9701,"500,000+"
4.2,1558,"100,000+"
4.3,213735,"10,000,000+"
4.2,16966,"1,000,000+"
4.5,181990,"10,000,000+"
4.7,57920,"1,000,000+"
4.5,6211039,"100,000,000+"
4.3,125783,"10,000,000+"
4.0,41986,"5,000,000+"
4.4,441473,"10,000,000+"
4.4,186116,"5,000,000+"
4.0,13085,"1,000,000+"
4.5,315908,"10,000,000+"
4.6,5916569,"100,000,000+"
4.1,28523,"5,000,000+"
4.5,28560,"1,000,000+"
3.9,34171,"1,000,000+"
4.5,44588,"5,000,000+"
4.2,4158,"500,000+"
4.3,105773,"10,000,000+"
4.3,909204,"100,000,000+"
4.4,279428,"10,000,000+"
4.5,33583,"1,000,000+"
4.6,94205,"1,000,000+"
4.4,210208,"10,000,000+"
4.3,95520,"10,000,000+"
4.3,46153,"10,000,000+"
4.1,68406,"10,000,000+"
4.7,181798,"10,000,000+"
4.4,25719,"1,000,000+"
4.2,142512,"10,000,000+"
4.4,2788923,"100,000,000+"
4.2,39735,"5,000,000+"
4.2,5121,"500,000+"
4.1,9701,"500,000+"
4.0,13085,"1,000,000+"
4.1,28523,"5,000,000+"
4.5,44588,"5,000,000+"
4.6,94205,"1,000,000+"
4.3,95520,"10,000,000+"
4.6,1370749,"50,000,000+"
4.4,2788923,"100,000,000+"
4.0,4602,"500,000+"
4.5,72596,"1,000,000+"
4.1,110425,"10,000,000+"
4.4,2375,"100,000+"
4.0,13085,"1,000,000+"
4.6,5917485,"100,000,000+"
4.5,35497,"1,000,000+"
4.4,3878,"100,000+"
4.5,33583,"1,000,000+"
4.1,68406,"10,000,000+"
4.3,44071,"5,000,000+"
4.5,6212081,"100,000,000+"
4.2,39735,"5,000,000+"
3.8,6380,"1,000,000+"
4.5,5123,"500,000+"
4.7,181823,"10,000,000+"
4.1,19232,"1,000,000+"
4.6,98716,"5,000,000+"
4.8,109500,"1,000,000+"
4.0,21159,"500,000+"
4.7,1320,"50,000+"
4.7,50424,"1,000,000+"
4.1,32398,"1,000,000+"
4.5,10858556,"1,000,000,000+"
3.6,219745,"50,000,000+"
4.5,38953,"5,000,000+"
4.7,142634,"10,000,000+"
4.7,259450,"10,000,000+"
4.5,123029,"10,000,000+"
4.2,914804,"50,000,000+"
4.5,21841,"1,000,000+"
4.4,5282578,"100,000,000+"
4.5,10349,"1,000,000+"
4.5,859,"100,000+"
4.4,40289,"5,000,000+"
3.7,3362,"1,000,000+"
4.3,49680,"5,000,000+"
4.5,3378,"1,000,000+"
4.4,10525,"1,000,000+"
3.3,3492,"5,000,000+"
4.3,654419,"50,000,000+"
4.4,1864,"500,000+"
4.5,74476,"10,000,000+"
4.4,221858,"10,000,000+"
4.2,401820,"50,000,000+"
4.5,3116,"500,000+"
4.7,31985,"1,000,000+"
4.5,4400,"1,000,000+"
4.6,3337956,"100,000,000+"
4.6,11677,"1,000,000+"
4.4,3158047,"100,000,000+"
4.3,125259,"50,000,000+"
4.3,56114,"10,000,000+"
4.6,15700,"1,000,000+"
4.4,16523,"1,000,000+"
4.5,26361,"5,000,000+"
4.5,285788,"10,000,000+"
4.2,4410,"1,000,000+"
4.0,5855,"1,000,000+"
4.4,47090,"5,000,000+"
4.7,233039,"10,000,000+"
4.3,28578,"10,000,000+"
4.6,1159058,"100,000,000+"
4.4,53421,"10,000,000+"
4.5,1579287,"100,000,000+"
4.3,116880,"10,000,000+"
4.3,21730,"1,000,000+"
4.4,62421,"5,000,000+"
4.5,10858538,"1,000,000,000+"
4.4,70189,"5,000,000+"
4.6,847159,"10,000,000+"
4.3,251951,"10,000,000+"
4.6,98716,"5,000,000+"
4.3,654418,"50,000,000+"
4.4,5282558,"100,000,000+"
4.2,240475,"10,000,000+"
4.3,527247,"50,000,000+"
4.4,3157936,"100,000,000+"
3.9,55427,"10,000,000+"
4.3,68070,"5,000,000+"
4.4,2418135,"100,000,000+"
4.2,329160,"10,000,000+"
4.5,1579287,"100,000,000+"
4.3,42677,"1,000,000+"
4.3,1517369,"100,000,000+"
4.3,811693,"50,000,000+"
4.1,23440,"1,000,000+"
4.4,3368649,"100,000,000+"
4.3,42079,"1,000,000+"
4.0,29707,"1,000,000+"
4.0,15098,"1,000,000+"
4.0,35724,"1,000,000+"
4.4,71898,"5,000,000+"
4.3,4865093,"100,000,000+"
4.1,106080,"10,000,000+"
4.2,44941,"1,000,000+"
3.9,129272,"10,000,000+"
4.4,111066,"5,000,000+"
4.4,49553,"1,000,000+"
4.5,10859051,"1,000,000,000+"
4.4,70189,"5,000,000+"
4.6,847159,"10,000,000+"
4.3,251951,"10,000,000+"
4.6,98716,"5,000,000+"
4.1,43296,"5,000,000+"
4.0,130081,"10,000,000+"
4.3,462152,"10,000,000+"
4.2,140917,"10,000,000+"
4.0,88860,"5,000,000+"
4.1,49211,"1,000,000+"
4.1,351254,"10,000,000+"
4.0,157506,"10,000,000+"
4.3,1871416,"100,000,000+"
4.3,116880,"10,000,000+"
4.2,240475,"10,000,000+"
4.5,420973,"10,000,000+"
4.0,34753,"1,000,000+"
4.4,635846,"50,000,000+"
4.1,78140,"5,000,000+"
4.4,2418135,"100,000,000+"
4.3,244371,"10,000,000+"
4.3,12865,"100,000+"
4.2,215343,"10,000,000+"
4.3,6120977,"100,000,000+"
4.4,3368646,"100,000,000+"
4.4,753115,"50,000,000+"
4.3,4865107,"100,000,000+"
4.4,49553,"1,000,000+"
3.8,16320,"100,000+"
4.4,852649,"50,000,000+"
4.4,1494491,"50,000,000+"
4.3,527248,"50,000,000+"
4.6,819774,"10,000,000+"
4.0,33439,"5,000,000+"
4.1,351255,"10,000,000+"
4.2,477831,"10,000,000+"
4.3,1871421,"100,000,000+"
4.6,3337952,"100,000,000+"
4.6,126337,"1,000,000+"
4.3,68071,"5,000,000+"
4.2,240475,"10,000,000+"
4.1,373606,"10,000,000+"
4.2,15426,"1,000,000+"
4.6,714340,"10,000,000+"
4.6,1451000,"50,000,000+"
4.4,1490732,"50,000,000+"
4.7,2163282,"50,000,000+"
4.4,1163232,"50,000,000+"
4.1,114680,"10,000,000+"
4.3,751766,"10,000,000+"
4.4,2418158,"100,000,000+"
4.2,914917,"50,000,000+"
4.4,3158151,"100,000,000+"
4.5,7594559,"100,000,000+"
4.2,1028637,"100,000,000+"
3.8,167652,"10,000,000+"
4.3,811714,"50,000,000+"
4.4,1075277,"100,000,000+"
4.6,7529865,"100,000,000+"
4.4,3368705,"100,000,000+"
4.5,1579343,"100,000,000+"
4.2,93726,"5,000,000+"
4.5,597068,"10,000,000+"
4.5,823109,"50,000,000+"
4.3,4865132,"100,000,000+"
4.4,49553,"1,000,000+"
4.2,197295,"10,000,000+"
4.1,21578,"1,000,000+"
4.3,307453,"10,000,000+"
4.0,32896,"5,000,000+"
4.6,98717,"5,000,000+"
4.3,542561,"10,000,000+"
4.4,3158151,"100,000,000+"
4.5,462702,"10,000,000+"
4.2,521138,"10,000,000+"
4.3,1802,"100,000+"
4.4,283662,"10,000,000+"
4.2,82882,"5,000,000+"
4.1,459795,"50,000,000+"
4.4,133825,"10,000,000+"
4.7,911995,"10,000,000+"
4.6,1733,"500,000+"
4.2,342909,"10,000,000+"
4.3,31908,"1,000,000+"
4.3,56270,"5,000,000+"
4.5,107724,"5,000,000+"
4.6,101455,"5,000,000+"
4.5,152780,"10,000,000+"
4.4,21733,"1,000,000+"
4.7,410384,"10,000,000+"
4.2,277902,"5,000,000+"
4.3,91031,"5,000,000+"
4.2,112725,"5,000,000+"
3.9,76346,"5,000,000+"
3.9,63938,"5,000,000+"
4.2,18678,"1,000,000+"
4.3,39878,"1,000,000+"
4.6,152867,"10,000,000+"
4.3,63580,"5,000,000+"
4.0,121003,"10,000,000+"
4.0,135763,"10,000,000+"
4.0,176448,"5,000,000+"
4.6,1981,"100,000+"
4.3,16016,"1,000,000+"
4.2,9992,"1,000,000+"
4.3,36490,"1,000,000+"
4.4,122282,"5,000,000+"
4.0,218,"100,000+"
4.6,4011,"500,000+"
4.7,25172,"500,000+"
4.3,14123,"500,000+"
4.0,2487,"1,000,000+"
4.5,180938,"10,000,000+"
4.7,950,"100,000+"
4.4,232423,"5,000,000+"
4.8,1664,"100,000+"
3.3,1391,"100,000+"
4.3,2486,"500,000+"
3.9,188834,"10,000,000+"
4.4,697,"100,000+"
3.9,5510,"1,000,000+"
4.4,4549,"500,000+"
4.3,91031,"5,000,000+"
4.4,6106,"100,000+"
4.2,277900,"5,000,000+"
4.2,521138,"10,000,000+"
4.1,459795,"50,000,000+"
4.4,122282,"5,000,000+"
4.0,176448,"5,000,000+"
4.4,133825,"10,000,000+"
4.3,91031,"5,000,000+"
4.1,288809,"10,000,000+"
4.0,43611,"1,000,000+"
4.2,521138,"10,000,000+"
4.2,82882,"5,000,000+"
4.3,91031,"5,000,000+"
3.1,78442,"5,000,000+"
4.1,288809,"10,000,000+"
2.9,3017,"100,000+"
4.0,30840,"1,000,000+"
4.5,36255,"1,000,000+"
4.3,752,"100,000+"
4.1,19230,"1,000,000+"
4.3,926,"100,000+"
4.5,26102,"1,000,000+"
4.6,37167,"1,000,000+"
4.4,2020,"100,000+"
4.2,798,"50,000+"
4.3,7543,"500,000+"
3.4,1845,"100,000+"
4.6,13098,"1,000,000+"
4.2,1904,"100,000+"
4.4,6106,"100,000+"
4.0,11085,"1,000,000+"
4.1,3387,"50,000+"
4.0,11151,"1,000,000+"
4.6,29673,"1,000,000+"
4.2,277904,"5,000,000+"
4.5,50017,"1,000,000+"
4.4,63650,"1,000,000+"
4.0,176450,"5,000,000+"
3.5,50179,"1,000,000+"
4.0,43611,"1,000,000+"
4.2,521140,"10,000,000+"
4.0,9971,"1,000,000+"
4.4,122283,"5,000,000+"
4.8,1660,"10,000+"
4.1,361,"50,000+"
4.6,5305,"100,000+"
4.3,24082,"1,000,000+"
4.4,133833,"10,000,000+"
4.3,91033,"5,000,000+"
4.6,990,"100,000+"
4.5,32386,"1,000,000+"
4.3,101,"10,000+"
4.2,521140,"10,000,000+"
4.4,122283,"5,000,000+"
4.2,82883,"5,000,000+"
4.4,133833,"10,000,000+"
4.3,91033,"5,000,000+"
4.5,35394,"500,000+"
4.5,32386,"1,000,000+"
4.1,288809,"10,000,000+"
4.0,28895,"5,000,000+"
4.7,410395,"10,000,000+"
4.6,11549,"100,000+"
4.2,277904,"5,000,000+"
4.2,521140,"10,000,000+"
4.1,34123,"5,000,000+"
4.1,459797,"50,000,000+"
3.5,4057,"500,000+"
4.5,5517,"500,000+"
3.9,4272,"500,000+"
4.6,539,"10,000+"
4.0,9971,"1,000,000+"
4.4,122283,"5,000,000+"
4.2,82883,"5,000,000+"
4.2,342912,"10,000,000+"
4.6,666521,"10,000,000+"
4.5,838765,"50,000,000+"
4.4,133833,"10,000,000+"
4.5,2943,"100,000+"
4.4,108318,"10,000,000+"
4.3,7543,"500,000+"
4.2,18679,"1,000,000+"
4.3,91033,"5,000,000+"
4.5,32386,"1,000,000+"
4.0,68935,"5,000,000+"
4.2,80900,"1,000,000+"
4.1,288809,"10,000,000+"
3.9,5511,"1,000,000+"
4.2,75545,"5,000,000+"
4.0,28895,"5,000,000+"
3.5,50179,"1,000,000+"
4.0,11151,"1,000,000+"
4.0,30840,"1,000,000+"
4.5,1605267,"10,000,000+"
4.1,136626,"10,000,000+"
4.2,219848,"50,000,000+"
4.4,52029,"5,000,000+"
4.4,49190,"1,000,000+"
4.1,5150,"500,000+"
4.3,64713,"1,000,000+"
4.5,216388,"10,000,000+"
4.5,481545,"10,000,000+"
4.4,6012,"500,000+"
4.5,260121,"10,000,000+"
4.7,1830388,"100,000,000+"
4.4,17878,"1,000,000+"
4.1,26871,"5,000,000+"
4.4,1162837,"100,000,000+"
4.4,359403,"10,000,000+"
4.3,9235155,"1,000,000,000+"
4.2,219848,"50,000,000+"
4.0,33782,"5,000,000+"
4.7,192641,"5,000,000+"
4.3,2338655,"100,000,000+"
4.6,751551,"10,000,000+"
3.9,24781,"5,000,000+"
3.6,32862,"10,000,000+"
4.0,16101,"50,000,000+"
4.1,76779,"10,000,000+"
4.2,2129689,"1,000,000,000+"
3.9,98585,"10,000,000+"
4.1,136633,"10,000,000+"
4.3,459851,"10,000,000+"
3.1,5572,"1,000,000+"
3.7,16815,"1,000,000+"
3.4,2277,"1,000,000+"
4.4,45562,"5,000,000+"
3.6,285,"500,000+"
4.4,1162838,"100,000,000+"
3.3,256,"100,000+"
3.7,21443,"5,000,000+"
3.0,2750,"5,000,000+"
3.6,7081,"1,000,000+"
4.8,17882,"1,000,000+"
3.9,421800,"10,000,000+"
3.8,43935,"10,000,000+"
4.3,171889,"10,000,000+"
4.5,251037,"10,000,000+"
3.4,15750,"5,000,000+"
3.7,27560,"5,000,000+"
4.5,481546,"10,000,000+"
4.4,150932,"10,000,000+"
4.1,928,"1,000,000+"
4.5,768833,"50,000,000+"
4.0,26665,"5,000,000+"
3.9,13275,"1,000,000+"
4.4,48930,"5,000,000+"
4.8,43054,"1,000,000+"
4.7,1830387,"100,000,000+"
4.3,15680,"1,000,000+"
3.7,16980,"5,000,000+"
4.2,5112,"1,000,000+"
3.5,30447,"5,000,000+"
4.3,165299,"10,000,000+"
4.7,620534,"10,000,000+"
4.3,599872,"10,000,000+"
4.1,12564,"1,000,000+"
3.1,2528,"100,000+"
4.3,34,"1,000+"
4.1,427,"100,000+"
4.2,35560,"5,000,000+"
4.3,397422,"10,000,000+"
4.4,1162837,"100,000,000+"
4.3,11182,"1,000,000+"
4.3,16734,"1,000,000+"
4.4,48930,"5,000,000+"
3.5,30447,"5,000,000+"
